TimestampInt,ApplicationTypeEncoded
1743060120,7
1742285880,3
1744008780,3
1742281980,6
1742906460,7
1742729640,2
1743400620,1
1743252720,0
1742911380,7
1743664020,3
1743939900,1
1743340200,1
1744024140,1
1742285400,7
1744031880,1
1744002840,1
1743494100,3
1744016220,7
1742197080,5
1742798880,1
1743750780,2
1743079080,3
1742472900,0
1744289760,2
1743999960,5
1742966340,7
1742825160,1
1742704200,4
1744459560,7
1744453920,2
1744100700,2
1743310980,0
1744604640,2
1744284720,0
1742391420,1
1742620080,1
1742446080,1
1742287980,1
1743860460,7
1744361220,2
1743575340,1
1744114080,6
1742717400,0
1743489660,6
1742627880,1
1743504000,0
1744258080,6
1743307500,1
1743687780,6
1742985300,3
1744527900,1
1742801040,7
1742541000,6
1743941460,7
1743148920,1
1742734200,2
1742478120,0
1743590880,7
1744091340,2
1743165780,1
1743143280,5
1743760320,0
1744175340,7
1744201680,6
1742898480,3
1742558820,1
1743943380,1
1743923940,2
1744180740,6
1744017240,7
1743678420,3
1742114520,5
1742704140,1
1742394480,2
1744262520,6
1743997620,7
1743853680,3
1742380320,7
1742355300,0
1742198940,5
1743425340,1
1744021500,5
1742557620,0
1744636920,3
1742192880,5
1742367240,6
1744260300,7
1743603180,2
1743080340,2
1743825840,2
1744356000,0
1744449000,1
1743675600,0
1742463240,3
1742967840,6
1742736540,2
1743999540,6
1742806320,3
1742468880,3
1743168780,3
1743566040,4
1744452420,7
1744347360,5
1744377780,0
1743168060,3
1742804940,6
1743927960,5
1744033680,1
1744024620,7
1743222180,7
1742373660,6
1742878200,1
1744432200,4
1744551660,3
1743067620,7
1743657000,4
1743942360,2
1744604640,5
1742791680,1
1742792940,6
1742200500,0
1742376480,1
1743943500,3
1744515240,7
1743595560,2
1742971920,3
1743339840,6
1744278420,7
1744187820,0
1744259160,3
1744104000,2
1743943140,6
1744025400,2
1742540460,1
1743079800,6
1744380960,2
1744438140,1
1744462140,5
1742877960,0
1744033860,0
1744262520,1
1743340020,0
1742120340,3
1743572640,2
1744020600,6
1742982420,7
1743830460,3
1743941040,1
1743425100,6
1744430640,2
1744545000,6
1743568800,1
1742724240,5
1744628220,5
1744276320,5
1743256860,5
1743569100,2
1742564340,5
1743925920,5
1744466700,1
1743501120,5
1743513180,7
1742097540,1
1743431340,2
1743742080,3
1743403020,5
1744351320,4
1743569340,3
1743337200,5
1744376040,0
1742274780,1
1744034940,0
1744449660,1
1743667800,6
1744270680,1
1742884740,6
1742893380,0
1742965680,1
1743153600,0
1744004280,6
1743575460,7
1744273260,3
1743737400,6
1742565480,6
1744288980,1
1744637640,3
1744032000,0
1742129040,2
1742212020,1
1743161220,2
1742374020,1
1742106540,3
1742110980,3
1743063120,5
1743836640,2
1742959860,3
1742879100,7
1742293980,1
1744349640,0
1744206840,3
1743690300,1
1744375440,5
1742787660,5
1743050100,1
1743077160,2
1742632620,3
1742738940,3
1743413760,6
1742303640,1
1742634300,1
1743305580,6
1744552800,1
1744021080,3
1742543880,6
1742564880,2
1744114440,1
1743662760,3
1742812200,6
1743083460,3
1744345140,7
1743584400,2
1744262340,5
1743326040,3
1744260480,3
1743483840,4
1743482040,1
1742806320,1
1744181100,4
1744462620,2
1743503820,3
1744285260,5
1742619780,3
1744266540,4
1744460340,2
1744379280,3
1744268160,6
1743252660,3
1743576300,4
1744601760,5
1742998440,2
1743762180,0
1743307860,1
1743930360,7
1743421620,1
1742988300,2
1743916320,1
1742633160,2
1742732100,5
1742444160,1
1742618580,6
1742192640,7
1744278660,3
1742823360,3
1743849120,3
1744197300,1
1743153900,5
1742881860,1
1743310800,2
1744634700,0
1742381580,3
1742711700,2
1742963640,3
1742707740,1
1743342120,1
1743825180,6
1743401280,3
1743919440,1
1743679380,2
1743754920,6
1743078420,0
1743933240,0
1742700600,6
1742359860,1
1742812020,2
1744207020,0
1742126160,2
1743921960,6
1742301360,1
1744018500,0
1743588240,2
1742210160,6
1742206560,6
1743494160,3
1742386620,7
1744279380,7
1743945420,5
1742295900,3
1743827700,7
1742444100,6
1743246540,7
1743248940,0
1744290600,0
1744516140,3
1744445280,7
1744013820,6
1744192380,7
1742543700,2
1744207740,5
1743685860,5
1743230100,6
1743770760,3
1742471340,5
1742296380,7
1744013880,5
1744109040,0
1743511440,0
1742895600,0
1744355340,3
1744086180,6
1743919260,5
1743597840,1
1742362980,1
1743140100,5
1743572880,6
1742552700,7
1743255180,6
1742634660,5
1742120220,3
1743329220,7
1742126700,1
1743746400,0
1742899560,5
1742214060,6
1742969760,3
1742987520,0
1743148440,0
1744435260,1
1744441800,7
1743828120,5
1742392620,6
1743511500,2
1743512760,1
1742470740,1
1743240060,0
1742970420,5
1742286480,6
1742307660,1
1744256640,7
1743052680,2
1744627620,0
1744362540,0
1744464780,6
1743924060,3
1744614720,6
1743237960,6
1742285220,3
1742190660,4
1743938940,6
1742359680,2
1742960940,6
1742477100,6
1743923580,3
1742638080,7
1744033560,5
1744539000,3
1742911380,2
1742787300,3
1742133000,7
1742888460,3
1743324780,3
1744084260,2
1743760560,6
1742967720,5
1742809740,3
1742700840,5
1743677940,1
1742448600,4
1742534400,2
1744381080,6
1742197620,7
1743224280,2
1743573000,1
1743151380,6
1743165540,5
1744204860,0
1744446480,6
1744540860,2
1743855360,3
1744633380,7
1743759300,1
1744517760,6
1744637160,6
1743422820,2
1743057900,1
1742392440,2
1743312900,1
1743666900,0
1743334080,7
1742128860,0
1742096880,1
1743318000,2
1742553360,2
1743755880,7
1742359080,6
1743945000,7
1744629540,5
1743685260,3
1742102340,0
1743655860,7
1742203920,1
1742120220,1
1742875080,3
1742126040,3
1742733960,1
1744029360,7
1742201700,7
1744269720,7
1744185600,5
1743396240,3
1744108680,3
1742549820,0
1742195940,1
1742302680,2
1742965020,0
1743569160,6
1742737260,7
1742536260,1
1742720880,6
1744636620,7
1742375880,0
1742629620,3
1743738300,7
1742385480,3
1744290000,5
1743482220,7
1744553700,7
1744368360,5
1742196120,7
1742450700,0
1743419640,2
1742117100,7
1743146700,7
1744542540,2
1742909520,1
1742645220,3
1743759120,6
1744207500,3
1743565260,4
1743392160,6
1743738480,5
1744208580,1
1742279460,3
1743327300,0
1742540280,2
1743080040,0
1743252600,3
1742721120,0
1742448060,6
1744009860,0
1743771660,3
1742477040,7
1743912540,3
1743165900,0
1742378460,6
1743421800,2
1743678900,5
1743162000,2
1742552640,0
1744278780,2
1743826320,7
1743062160,5
1744356660,1
1742391240,5
1744194300,2
1742189760,5
1742700600,1
1743337440,3
1742807400,0
1743062040,6
1744289820,7
1744283160,1
1743675720,2
1742537160,1
1742449560,4
1743340020,2
1744256040,6
1743132660,6
1742804940,7
1743061200,3
1742304900,7
1742296380,6
1742714400,2
1743674460,2
1742553960,3
1744619220,3
1744029780,3
1743753360,5
1743498960,5
1744009380,3
1743654240,3
1743664980,7
1742198940,6
1744520400,7
1743565500,1
1744614300,3
1744003320,7
1743492540,6
1743690540,2
1743404520,7
1743482220,4
1743762720,5
1743581400,2
1744029000,5
1742818020,5
1742907300,1
1743674640,3
1744026300,0
1743062940,2
1742208180,3
1743687300,0
1743920520,6
1743405240,1
1743849300,0
1743587160,3
1744434660,6
1742455560,5
1744110360,2
1742109540,4
1742442300,2
1743681360,2
1744172160,3
1744260780,5
1742479200,3
1742986140,7
1742622420,1
1743752640,5
1744271820,5
1743689160,7
1742278980,4
1742896440,3
1743055680,0
1743668100,3
1742817240,0
1742367000,1
1742715360,6
1744352700,3
1742898480,1
1744000620,1
1743404760,3
1743849960,2
1744436520,1
1742194920,6
1744261860,0
1743910740,2
1742221200,7
1742972700,0
1743513600,5
1742820360,0
1743746040,2
1742801220,1
1742546100,5
1744447380,6
1742714460,7
1743653160,1
1744364340,2
1743586500,2
1743407700,1
1743084900,0
1743751260,3
1743840060,2
1743420720,5
1742810820,3
1742480400,7
1743830340,5
1743414600,1
1743516180,2
1742632080,6
1742465580,3
1744295340,2
1744352160,2
1744190700,7
1743074700,5
1742905020,2
1744017240,6
1744349640,7
1744444020,2
1743149340,5
1743590820,2
1743922260,7
1742728320,0
1744007040,6
1744264740,1
1743052140,6
1744434780,0
1742187060,2
1743946680,3
1743837420,6
1744024560,2
1743482880,2
1742451720,7
1743839760,1
1742971380,1
1744629660,1
1742645940,0
1744531920,5
1743828900,2
1742453160,1
1744362600,6
1742638920,6
1743913740,1
1744532520,3
1742451660,0
1742999280,3
1743239580,6
1742648340,7
1744266480,7
1742220720,3
1743582540,2
1743676440,6
1743085440,3
1743331680,2
1743145020,1
1742987820,2
1743085200,7
1743334560,1
1744184580,3
1743078960,2
1743411660,1
1744553880,5
1742294580,6
1743404400,3
1743329520,7
1743774360,1
1743147300,2
1743337200,6
1743157800,3
1742277000,0
1743344040,6
1742134920,6
1743414900,2
1743409680,1
1743755460,3
1742961120,7
1743493860,2
1742622420,6
1744024440,0
1744620900,7
1744028940,7
1744633680,3
1743403140,6
1743687060,1
1742390580,7
1743757800,7
1744361940,3
1742980680,7
1744354440,2
1743424260,3
1742652780,0
1743252540,7
1744034940,2
1743572040,0
1742823420,7
1743333180,6
1743316980,5
1742550660,3
1743134100,2
1744022580,6
1742367180,7
1743424140,5
1743397260,5
1744289340,6
1742962860,1
1743604140,2
1744354680,6
1742295540,7
1742389560,0
1744279260,0
1744119120,7
1744113900,2
1742735820,0
1744009560,5
1742284440,0
1742124120,3
1744610880,1
1743397080,3
1743156900,1
1742882100,0
1743240240,6
1744196160,0
1742707920,6
1742187900,4
1743854700,3
1743837660,3
1743407100,3
1742201220,5
1742959860,0
1742961720,4
1744552860,0
1742385780,2
1744612560,1
1744027680,2
1742469240,3
1743223140,6
1744347540,1
1743932520,3
1742898180,7
1742111700,2
1742806260,6
1743145500,4
1743937680,5
1742810280,0
1742099400,5
1743852720,3
1744439460,1
1744268040,5
1742711640,1
1744368360,6
1742364840,2
1744368300,7
1743136860,3
1744270440,3
1744606200,1
1742275800,3
1744174020,7
1743949080,5
1742380620,3
1744095120,1
1744366140,6
1744102500,2
1742633520,5
1742890500,2
1742112900,0
1742722920,5
1743676980,7
1742988660,1
1742385360,6
1742633340,7
1742130840,7
1744438080,6
1744435620,2
1743770100,1
1742820600,6
1742979180,0
1744276320,3
1742379120,2
1744438740,6
1743747120,5
1743930660,3
1743061980,2
1743738840,0
1743318060,1
1743942420,7
1743910920,2
1743503880,1
1743847620,6
1743589920,5
1742812380,3
1743492540,3
1742203740,6
1742112180,2
1742216040,3
1742626620,1
1742910840,6
1744632960,0
1742447400,4
1743254880,0
1743660420,0
1742376720,2
1742702520,6
1742737560,0
1742361540,4
1742273580,4
1742652840,2
1744451280,0
1743078720,1
1744447200,3
1744269960,3
1743402780,3
1742884080,7
1742207520,5
1743410880,6
1742626800,7
1743512160,0
1744186620,6
1742561220,6
1742627820,3
1743494100,1
1744105920,6
1744609380,4
1742103540,7
1742963640,1
1744380360,5
1743492120,0
1742111400,3
1743255720,6
1742361780,5
1743928920,5
1743577980,7
1743749100,6
1744192620,5
1743064140,3
1742196660,5
1744121100,0
1744465140,1
1743498060,5
1742467740,7
1743495000,0
1743327480,7
1742730120,3
1744088820,1
1742714340,0
1744285200,6
1744086840,1
1742723640,6
1743914340,7
1742795040,4
1743763920,2
1744343460,1
1742443860,5
1744520040,3
1742965920,6
1744018440,3
1742130900,5
1744176300,4
1742632140,5
1743593700,7
1742293620,7
1742099880,1
1743501120,6
1744293000,2
1742902860,2
1742973060,6
1742566560,2
1742128200,7
1743687600,2
1744379460,0
1743690180,5
1743328920,0
1744004160,2
1743683700,0
1742812980,7
1744007820,6
1742735760,3
1744342620,7
1743239400,7
1744207200,1
1742707500,4
1744523820,6
1742906700,3
1744439400,4
1742183340,3
1743329820,3
1742469780,7
1743159060,7
1743744660,5
1743070380,6
1743755520,0
1744102440,0
1743234780,1
1743332700,3
1743322620,3
1744608240,7
1742880000,7
1743079980,3
1743858300,0
1744271460,3
1742727060,6
1743256680,6
1742381580,1
1743059700,7
1744525140,0
1742723520,2
1743400440,5
1742881020,7
1742456400,2
1742623380,7
1742284680,6
1744269900,6
1744269480,1
1742388000,7
1744186560,7
1743763380,0
1742446140,0
1742992740,2
1743072300,2
1743684300,3
1743502440,5
1744344900,6
1744462080,7
1742454780,7
1742907960,6
1743220920,5
1743136860,1
1743054240,3
1743945720,2
1742446980,3
1744343460,5
1743343200,3
1742793540,1
1743232140,4
1744432140,7
1743836100,2
1742127000,0
1742976960,3
1743499740,3
1743578400,0
1742214000,7
1742892660,3
1744371000,0
1742187180,3
1743400440,2
1744617960,5
1744545540,3
1743480720,1
1743944160,6
1743331500,3
1743508800,0
1742815140,3
1744173540,2
1742121900,5
1743425460,7
1743085620,2
1744201020,5
1743070440,5
1744523700,1
1743833160,2
1744635720,7
1742277060,7
1743228000,5
1744120020,6
1744520820,7
1742099280,1
1744119660,1
1743429420,5
1743333960,0
1742807880,5
1743667740,0
1742118300,1
1742649720,5
1744434600,1
1742208480,7
1742189100,1
1743337140,7
1743333960,3
1742797680,7
1743071580,2
1743237900,7
1744455900,0
1742218440,0
1743505200,1
1744434360,3
1742444220,3
1743401280,1
1743999180,5
1744207740,2
1742985000,5
1743758820,1
1743239580,5
1743925200,0
1744110000,5
1742197620,2
1744452900,5
1743581700,5
1742193840,3
1743310320,6
1743055560,3
1743229080,5
1742387940,2
1744013760,7
1744097700,1
1742896320,5
1742729280,3
1743480900,2
1743675240,5
1743415260,3
1744173000,0
1742910540,3
1742368200,2
1742360520,4
1742276880,6
1742622360,2
1744625700,3
1743233040,2
1744103160,0
1744619040,5
1744455060,0
1743419580,0
1743079920,1
1744271640,0
1743328620,3
1743580740,6
1744097340,6
1743405540,7
1742192640,0
1743418140,5
1742534460,6
1743656820,0
1744617600,6
1742724900,6
1743570540,5
1743315840,1
1742452920,1
1744172880,1
1742900640,0
1744543740,7
1743220080,7
1744179120,3
1743401520,5
1742370900,6
1742706120,1
1742382540,0
1744375380,6
1743663120,0
1742886480,7
1744538400,6
1743156180,1
1742793360,7
1744205580,3
1743593940,6
1744344060,7
1743238740,6
1743847320,7
1742877120,0
1742106480,2
1742201940,3
1742962800,7
1742723460,0
1742992200,7
1744459320,0
1742967960,0
1743159540,0
1743601620,0
1742621580,7
1742812860,2
1743601140,2
1743219900,5
1743916920,2
1742634720,3
1743509040,3
1742624100,6
1743306180,7
1743838680,3
1743828660,1
1744515000,6
1742877240,7
1743681840,1
1742445660,1
1743844140,5
1744110120,3
1743774180,6
1744443300,3
1742901120,3
1743676860,2
1743673140,2
1744372020,7
1742996760,2
1743738000,4
1742984460,6
1742372580,7
1742109960,7
1744018620,2
1743824220,0
1743396960,4
1742888640,2
1742712000,3
1742369700,1
1743688140,1
1742893500,2
1742361180,0
1744097820,3
1744610820,6
1744463880,1
1743743160,0
1742212080,3
1743252420,2
1742793000,1
1744099560,6
1742357280,1
1743487020,6
1743493920,7
1742647260,2
1742461740,3
1742123460,6
1743759300,3
1742465460,5
1743401820,3
1743063300,3
1744459560,2
1742879220,4
1742962080,5
1744107420,1
1742459460,6
1742707440,7
1742198580,7
1743847320,5
1742111880,6
1743311880,0
1744268760,2
1743827760,3
1742620680,5
1743665400,1
1743079500,2
1742393760,2
1742370600,1
1743335400,7
1742128800,1
1742971380,6
1744536480,6
1742118540,7
1744195560,2
1743573060,4
1742639340,2
1743948660,1
1744376280,5
1743566760,1
1744610340,6
1742386860,2
1744444560,2
1744185120,5
1743480540,4
1742642400,1
1742304840,2
1742817900,7
1743663360,7
1743926700,2
1742378580,5
1743319380,5
1743771900,2
1743423060,5
1742815980,2
1744552740,3
1742910420,6
1744269240,4
1743414300,7
1742290620,6
1743417720,1
1744193160,5
1743938580,1
1744548420,1
1743221160,0
1744108380,2
1744186320,3
1744539060,2
1744196280,7
1742130300,1
1744277700,5
1742910240,0
1742126160,7
1743139080,1
1744111860,0
1742725440,7
1742621940,1
1742448480,7
1744087380,1
1744369620,3
1742711940,1
1744629000,2
1744459080,1
1742100420,6
1744353480,4
1742615700,0
1742184180,1
1742912280,5
1742101860,2
1743683760,2
1743848400,2
1743152280,5
1743328800,1
1742886720,2
1743420960,3
1744465200,3
1742810820,1
1742134260,0
1743161220,0
1742276640,5
1743412560,7
1742298960,0
1744622100,6
1742189220,6
1743158280,3
1743514260,6
1743235200,7
1742789700,2
1743235860,5
1743082020,6
1743748080,1
1744004520,0
1743774900,3
1742639880,1
1742195460,7
1743405240,5
1742617980,4
1742995440,3
1743338220,7
1743770700,5
1744632060,3
1742297040,7
1743771840,3
1742880540,1
1744185540,6
1742215620,0
1743050400,7
1743941220,2
1742362860,5
1743406860,7
1743079080,5
1742625420,3
1742894700,6
1742474520,0
1742815320,0
1742794860,0
1744197960,5
1744266840,2
1743847020,1
1742476440,5
1742296140,0
1742820900,0
1743844620,5
1742215260,3
1743316740,0
1742209920,2
1742217960,5
1743085200,2
1742543460,6
1742306460,6
1743326580,5
1742729220,6
1744170600,7
1744607760,2
1744007640,5
1742801820,5
1743759600,6
1742737260,6
1743321300,7
1742897760,0
1742906940,0
1744429740,7
1743049020,6
1743230580,3
1744015320,6
1742189340,7
1742133000,2
1742370660,0
1742653500,1
1744265100,7
1742355780,5
1743494340,2
1742473140,2
1743502980,3
1743223620,4
1743933900,3
1742122440,7
1742451480,6
1744277520,2
1743482340,5
1743922860,2
1743667740,2
1743168780,1
1744173300,1
1743225300,0
1742392860,3
1743245220,7
1743511080,6
1744375920,1
1743912960,1
1742995020,2
1744638180,5
1743851640,6
1742284320,3
1742269860,6
1743835380,2
1742974140,2
1744543500,2
1742822880,2
1744613520,5
1743054120,6
1744602240,3
1742529060,4
1743322560,6
1744021800,2
1742114100,1
1742973660,5
1744432980,4
1742885460,1
1744180560,5
1743657780,1
1744356420,3
1743776160,6
1742739060,0
1743747180,2
1744089300,6
1742900100,6
1743257520,6
1744537980,3
1743760200,5
1742451300,2
1742478420,5
1743397740,0
1743680280,0
1742903760,6
1744356060,2
1744529040,3
1744451640,5
1742823480,5
1743942180,0
1743223200,3
1743491820,5
1742734560,6
1744008840,6
1744176300,7
1742355060,6
1744450800,7
1743420240,0
1743849120,1
1742825940,7
1742128680,3
1744433940,5
1744023840,0
1744084920,0
1742461380,0
1744367040,6
1743825000,2
1743566760,6
1744516620,7
1743143400,2
1743675060,7
1742975880,6
1743912060,6
1744113780,1
1744381260,3
1742536860,4
1744189680,6
1742884800,0
1743306900,0
1743769980,5
1742990820,5
1742634780,3
1742883480,6
1744528080,6
1743592860,5
1744170840,4
1742563080,1
1743592200,0
1742875020,4
1742113740,6
1744623540,5
1742533020,1
1744110660,5
1742115300,6
1742533980,7
1742365980,1
1744262220,1
1743165540,6
1742817240,3
1743665220,2
1744453860,0
1742642160,7
1744086300,0
1742273400,7
1742734320,7
1743843840,2
1742901480,0
1743054900,1
1742615520,5
1744614600,2
1742730600,5
1743228840,4
1744031940,3
1744446240,7
1743854040,7
1742645580,5
1743132840,3
1742801400,3
1744122180,5
1742884980,7
1742194260,1
1742623500,4
1742896860,2
1744001760,1
1744266480,0
1742456100,3
1742722260,5
1742480520,6
1744120500,2
1742618460,2
1743579840,7
1743837840,1
1744609560,1
1743487620,2
1742219580,0
1742567280,0
1742187120,6
1742385600,3
1744551360,6
1742739960,3
1742217600,5
1743845580,7
1743405600,6
1744368600,0
1742217600,3
1743055800,1
1744090740,0
1742306880,1
1743166860,0
1743239100,1
1743756300,5
1742109480,0
1743752220,3
1743856920,3
1743673260,7
1743861240,5
1743068880,0
1742196540,3
1744603440,5
1744552980,2
1742719020,0
1743910860,5
1744203180,6
1744274520,5
1744085520,3
1742280840,2
1742630820,7
1742446320,5
1743503580,2
1744011900,0
1743583380,1
1744117680,2
1742711160,4
1744604580,3
1742996460,1
1744275180,6
1744609800,6
1743744480,3
1742559780,7
1742295960,1
1742801580,1
1744182180,2
1744118700,5
1742533620,2
1743503640,7
1743226080,2
1742472000,2
1743052320,0
1744342920,6
1743248160,3
1743430980,1
1744459620,6
1743670860,6
1742103840,5
1742201400,0
1743745080,1
1742198400,1
1743060900,2
1743172080,2
1744544460,7
1743479340,4
1743669840,6
1743841320,6
1743061200,1
1743844200,3
1743235500,3
1743342420,3
1743227640,3
1743948840,7
1742701620,5
1744527300,2
1744102680,3
1744180860,0
1744531020,0
1743763440,7
1742542740,6
1742110860,7
1742203500,7
1744279800,0
1744366920,7
1743325260,2
1743834000,5
1742542860,5
1742729700,7
1742221260,6
1743234360,2
1742712420,1
1743077640,1
1744287720,5
1744361940,3
1743170880,3
1743082680,7
1742370420,5
1742733540,2
1744177620,3
1744200240,7
1742135100,3
1744121160,2
1743747720,4
1743923340,1
1743941820,1
1744207800,1
1744363620,7
1742362980,6
1743225540,7
1742122920,5
1742898540,3
1744376100,2
1742466660,3
1744347300,1
1744283580,0
1743668160,3
1743418740,7
1743235740,7
1742192460,2
1743225120,5
1742806320,5
1744523340,4
1744183200,5
1742897400,7
1742112060,1
1742815980,0
1744106940,7
1742888760,7
1744625100,0
1742562000,3
1744100040,2
1742125080,1
1743484500,3
1744100700,0
1744438440,0
1743047820,3
1744549080,6
1743408600,3
1744378860,3
1742474400,1
1744372740,2
1742548560,2
1744622400,1
1742634660,6
1743084480,5
1743326220,2
1742561940,6
1744187040,0
1744014120,1
1744010340,5
1744603680,6
1743423360,1
1743330180,5
1743343560,0
1743564780,5
1742700960,7
1744187520,3
1742275800,5
1744544340,2
1742540400,0
1743769500,3
1743496500,1
1743851100,2
1742615880,4
1742894100,5
1742701080,4
1743836040,1
1742194680,7
1744116300,5
1742796840,0
1744110840,1
1743825420,4
1742129700,6
1742479020,7
1743664020,0
1742195040,5
1743743340,3
1743772440,2
1744370400,7
1742802960,1
1744461420,7
1742556900,1
1744094520,1
1743058200,3
1744620660,1
1742981460,3
1743673080,0
1744544460,6
1742561940,5
1742274960,5
1742807100,5
1742792880,2
1742532600,4
1743740460,3
1742363160,4
1742638380,3
1742620320,4
1742454000,1
1742992320,3
1742290860,5
1744018140,2
1742217780,2
1744360260,5
1742802660,2
1743134100,5
1742739000,3
1744270800,5
1743834120,2
1742217960,6
1743082140,5
1743573780,4
1744431060,3
1742356740,4
1742391960,6
1742390340,3
1744350060,2
1742209800,0
1743051840,3
1742645340,7
1742559240,5
1744024800,3
1742878140,7
1743496920,1
1742443980,2
1743059040,7
1743756600,2
1742712900,7
1742367840,5
1742282760,3
1744429800,2
1743414300,5
1742451900,4
1743161580,5
1742544660,2
1744292880,1
1744634880,2
1743500640,3
1744264080,4
1742122020,1
1742394180,6
1743242400,1
1743837420,7
1744273980,1
1743141720,4
1742968380,2
1742300040,7
1744346280,5
1743256260,7
1743247260,6
1742476800,0
1744631880,1
1743585780,7
1742305980,0
1744177500,1
1743916320,5
1744000500,3
1744116180,7
1742367540,0
1743756360,3
1743824520,7
1742358660,3
1742441580,0
1743752580,6
1743862020,7
1742801760,2
1743655800,0
1743495960,3
1743430380,6
1742382780,6
1744542120,5
1742707320,1
1744198920,5
1742553780,6
1744018740,7
1744103160,2
1743748080,6
1744622580,0
1743317400,0
1744534980,6
1742454360,7
1742803140,0
1744530480,6
1744353780,6
1743931800,3
1742704680,6
1743340080,6
1743913200,0
1742539800,7
1744356120,7
1743853920,0
1743241500,2
1744284780,7
1743664440,4
1742719800,5
1742566320,5
1743335100,1
1742194020,2
1742192220,1
1742286180,3
1744174260,6
1742808240,0
1744433280,3
1742713920,1
1744368960,3
1744272720,7
1743242580,2
1744443240,1
1744100100,6
1743157320,2
1743408660,3
1743852600,1
1742373480,7
1744606800,6
1744026180,6
1744609260,7
1742466180,1
1744460040,1
1743244080,2
1742801400,5
1743140100,6
1743574620,6
1744193280,1
1742301900,5
1744626060,2
1743485520,5
1744193160,3
1743080760,3
1742990160,2
1742906520,6
1743862440,0
1744368960,0
1742788080,4
1743241020,6
1743056880,3
1743858600,5
1742303760,3
1742384880,5
1743577440,2
1742307720,3
1743310860,6
1742705580,7
1743836700,7
1742709120,4
1743826860,3
1743082500,2
1743665160,0
1743486480,4
1742480640,1
1743996900,6
1744550760,3
1742374320,0
1743055380,1
1744015260,7
1743566880,3
1742717760,2
1744185960,0
1743232740,4
1742616480,1
1743910440,1
1744268220,0
1742218560,7
1743849720,5
1743581340,0
1743425940,1
1742808420,2
1744269060,0
1744261080,7
1744084560,5
1742456760,1
1744524060,3
1744183380,1
1742812680,0
1742534040,4
1742457480,3
1742358480,3
1742735760,1
1742720100,2
1744371300,6
1742453640,6
1742289060,7
1744548060,6
1744014420,6
1744119360,5
1743253140,6
1743170100,2
1744270140,2
1743063180,1
1742891640,3
1744090560,1
1743394320,4
1744604400,7
1742532660,1
1742811540,7
1743492480,7
1743659700,1
1742385840,6
1742279940,0
1742560980,0
1743840900,2
1742213700,5
1744256640,5
1744455600,1
1743591540,5
1743148080,6
1744259520,1
1743600780,0
1743064860,6
1742367900,1
1742300700,1
1744260900,1
1744458480,5
1743237540,0
1742636460,7
1743312060,4
1744014480,5
1742462820,0
1742294880,1
1742995920,0
1742272860,1
1742724900,5
1743761820,1
1743490680,4
1744529880,0
1743857400,5
1743049920,5
1742276940,1
1744528620,1
1743838620,3
1743926340,6
1743144780,3
1743849840,1
1743603600,5
1744432560,6
1742118540,6
1744373100,6
1743682800,5
1744356360,5
1743234300,0
1743514140,2
1743751080,3
1743744540,4
1743409440,6
1742273160,3
1743075780,6
1744429740,5
1744111200,7
1743482160,0
1742963940,3
1744096980,3
1744278780,3
1742638560,3
1742214660,1
1742721360,6
1743849300,2
1743234120,1
1742534580,1
1744113000,7
1743320580,6
1742714700,0
1742392500,7
1742362380,0
1742701620,1
1744260300,4
1743774000,7
1743566700,2
1744530420,0
1743496860,5
1742119200,7
1743751380,0
1742889540,1
1742391060,6
1744174200,2
1743674520,7
1743414000,1
1744018380,1
1743768600,3
1742388660,2
1742390220,1
1743495480,1
1742289000,2
1742789340,0
1743682980,0
1744518900,2
1742388600,0
1742378940,1
1744352820,7
1743916980,6
1744281900,6
1742826540,0
1742894580,2
1742292900,5
1744113420,5
1744114560,3
1742803560,7
1744353540,3
1742873880,2
1744521240,1
1742633880,3
1742545980,6
1744542060,6
1743656700,1
1742446200,4
1744516200,0
1744186080,6
1743493320,5
1744085700,3
1742717940,6
1744200960,6
1743598560,5
1742369880,0
1743240540,3
1742532180,0
1744174680,1
1742464320,3
1744636140,6
1742895240,6
1742811480,1
1743677820,3
1743674160,1
1742894640,7
1743170520,5
1742902320,3
1742724120,6
1744090680,3
1744458780,0
1744517160,0
1742465940,7
1743165420,2
1742469000,0
1743340020,7
1743768840,0
1743227940,4
1742204100,3
1742653080,5
1743948240,7
1744092720,4
1742628300,2
1742277120,3
1742288280,7
1743413160,0
1742639340,0
1744007160,0
1743940920,3
1742876700,5
1742442060,7
1744270860,3
1742474400,3
1744102020,2
1743926880,6
1742474340,5
1743571860,5
1744608480,2
1744175940,5
1744094820,2
1743481020,6
1743405900,2
1743999720,4
1743340260,0
1744118820,1
1742286780,0
1743512160,2
1744085160,3
1743912480,7
1744379040,6
1743574500,4
1743230940,4
1742820240,5
1742614560,3
1743573060,7
1742961000,3
1743748200,2
1744533060,5
1744117380,5
1743407580,2
1744431000,1
1742468400,0
1742907000,7
1743246480,0
1744023360,6
1742818680,7
1742714580,3
1744004400,3
1742110980,1
1742213640,6
1742968980,6
1743565980,7
1744012440,6
1744084740,3
1743312480,1
1742274540,3
1743861480,1
1743425100,5
1743486540,3
1744444140,7
1743169680,2
1742533260,4
1743830400,2
1742306520,5
1744100100,7
1743167100,2
1744025640,3
1744553100,6
1743848100,1
1743409860,7
1742546100,3
1742985360,0
1742543340,0
1744602180,4
1742899800,3
1742911680,0
1744366860,1
1742283900,5
1743585840,6
1744380120,3
1742630760,2
1742963220,6
